ID,AN3,AN4,AN5,AN6,AN7,AN8,AN9,AN10,SPEED,TORQUE,TIMESTAMP,status
580.0,2.4231,-2.4638,3.1194,-0.060137,-4.9101,-8.5615,1.918,-0.51108,8.533390467463997E-5,null,2020-06-09T11:54:18.000Z,damaged
460.0,-1.7432,0.41464,-1.0408,-5.1737,2.4663,4.2224,-0.17409,2.2078,4.8311,null,2020-06-03T21:02:16.000Z,healthy
250.0,2.2411,-1.8183,2.8071,0.20512,0.0023774,2.3233,-1.4528,-0.59918,6.0972E-4,null,2020-05-16T22:40:41.000Z,healthy
730.0,-0.63503,2.2232,1.3363,-0.8993,-1.8311,9.6662,-3.5741,1.5271,5.920791720386508E-4,null,2020-06-09T11:56:48.000Z,damaged
696.0,0.2347,-0.043987,-5.5101,-4.3412,-6.4558,-9.5862,-9.1169,4.7847,2.5719027710030686E-4,null,2020-06-09T11:56:14.000Z,damaged
138.0,1.465,0.075466,2.0187,3.5327,-1.2519,6.9488,1.5793,0.22828,5.8657E-4,null,2020-06-06T01:05:00.000Z,healthy
27.0,-0.80993,-0.45969,-0.28725,-5.3418,1.1027,-2.3772,-0.80859,-1.5315,6.123E-4,null,2020-05-28T07:04:56.000Z,healthy
355.0,1.4727,-2.312,-2.1077,-3.2411,0.36282,-0.97308,0.44222,1.4985,6.0715E-4,null,2020-05-17T16:07:10.000Z,healthy
531.0,2.2568,1.6448,-3.592,-4.684,-1.9333,7.9586,10.877,9.0955,3.3941130064560785E-5,null,2020-06-09T11:53:29.000Z,damaged
629.0,1.6599,-1.1464,-5.7173,0.115,2.795,-12.27,-14.205,-2.0805,6.470925018538895E-4,null,2020-06-09T11:55:07.000Z,damaged
435.0,0.43294,0.50816,-3.004,-0.23765,1.5114,-3.1047,-0.3736,-1.9021,7.5893E-5,null,2020-05-23T12:11:08.000Z,healthy
74.0,-0.45133,-2.1786,1.3385,8.3996,2.4734,10.386,4.0809,-1.6239,5.9943E-4,null,2020-06-07T01:12:18.000Z,healthy
102.0,-2.5566,4.0748,1.511,0.64547,-1.2428,-3.5683,-1.236,-1.7844,6.2387E-4,null,2020-05-11T15:00:28.000Z,healthy
691.0,3.5094,0.50972,-5.5399,-1.7225,3.9752,8.18,-0.044908,0.11355,4.749148163293034E-4,null,2020-06-09T11:56:09.000Z,damaged
564.0,1.859,-1.0131,-1.5409,-3.3505,-8.5015,-8.5626,-12.239,2.7353,1.5934442989052667E-4,null,2020-06-09T11:54:02.000Z,damaged
1.0,0.87736,-1.988,-2.0621,-0.025882,-2.4354,2.0902,1.0787,1.0315,6.0843E-4,null,2020-05-09T17:58:42.000Z,healthy
14.0,1.0519,1.0807,0.19571,3.0257,0.41069,7.6996,-1.2754,-0.60668,6.1615E-4,null,2020-05-24T17:18:44.000Z,healthy
474.0,0.46016,0.30133,-1.3975,-0.41798,-1.4007,6.4245,-0.75352,-0.10556,5.9686E-4,null,2020-05-21T00:13:18.000Z,healthy
178.0,-0.32077,-2.2028,0.10998,-6.0872,0.8252,-1.6222,0.48955,1.5637,6.496E-4,null,2020-06-01T03:00:50.000Z,healthy
706.0,5.2062,3.1257,2.4547,-2.2007,-4.9444,-16.228,-0.9912,-6.4833,3.052653296642741E-4,null,2020-06-09T11:56:24.000Z,damaged
373.0,-0.93162,1.5006,-1.2151,-1.7095,3.938,0.90531,0.012777,0.81075,6.2516E-4,null,2020-06-06T15:00:05.000Z,healthy
124.0,1.1801,2.518,-1.0551,1.0619,-1.6435,2.6125,-0.081623,-1.1999,6.6374E-4,null,2020-05-19T17:34:24.000Z,healthy
157.0,-0.81781,-1.8794,-0.1085,0.69143,2.7589,-2.1499,-4.1934,-0.63323,6.0458E-4,null,2020-06-01T18:59:31.000Z,healthy
676.0,-2.946,0.27786,7.9996,-2.2187,-1.3499,-2.047,-11.12,-4.9051,9.738260331532589E-5,null,2020-06-09T11:55:54.000Z,damaged
60.0,-0.44803,-3.4007,-1.7287,-3.9169,-2.0502,11.109,-1.0058,-0.79781,6.0458E-4,null,2020-06-03T17:27:47.000Z,healthy
569.0,-2.9533,2.5214,-0.66226,4.1219,-0.16718,3.2197,4.4016,-1.8796,6.521492558730332E-4,null,2020-06-09T11:54:07.000Z,damaged
530.0,-1.1985,-2.2952,6.154,1.0012,-1.0912,2.4455,-3.6943,-3.0131,1.7689875919878807E-5,null,2020-06-09T11:53:28.000Z,damaged
450.0,-0.48681,0.71171,1.0802,5.6821,-1.1161,4.4487,0.85516,3.2192,6.2001E-4,null,2020-05-22T19:46:47.000Z,healthy
163.0,-0.51531,-2.3647,1.7802,-0.2853,-1.6712,4.3373,-1.0665,-0.0054293,4.9781E-4,null,2020-05-16T06:38:48.000Z,healthy
300.0,0.81151,-1.3638,-0.61722,-2.2151,-0.71218,0.025256,-0.9213,1.0658,6.0201E-4,null,2020-05-27T23:53:14.000Z,healthy
222.0,0.060086,-0.033195,2.1668,-2.3463,-1.2113,-3.064,-0.68375,-1.0771,6.496E-4,null,2020-06-08T00:07:33.000Z,healthy
320.0,0.11079,-1.7452,-0.85041,-3.3217,2.5425,0.6788,1.3201,0.66473,6.2129E-4,null,2020-06-06T04:38:08.000Z,healthy
282.0,-2.0932,-1.0439,0.76188,-3.1249,1.4031,-1.367,0.073777,-1.4011,6.1872E-4,null,2020-05-11T14:17:30.000Z,healthy
689.0,6.1056,-0.19197,3.4878,-1.7074,-2.2221,-2.6001,2.6167,-0.45306,3.0045716305953117E-4,null,2020-06-09T11:56:07.000Z,damaged
208.0,-0.38422,1.2846,-3.0362,0.32134,-1.9268,-3.8788,-1.5945,-2.5069,6.4446E-4,null,2020-06-02T16:23:19.000Z,healthy
184.0,-0.63535,-3.1814,-0.55437,-3.1717,-0.5568,2.9754,-1.8464,-0.26031,6.1872E-4,null,2020-06-04T06:39:52.000Z,healthy
74.0,-1.7183,2.0116,-1.5095,-2.764,-5.6104,2.7711,1.4596,-2.4622,6.2516E-4,null,2020-05-29T16:10:56.000Z,healthy
479.0,0.57921,-0.96423,2.0995,-0.40419,1.2459,-7.2232,-1.3706,2.1234,5.93E-4,null,2020-05-15T22:21:02.000Z,healthy
622.0,2.1521,-0.74047,-2.6485,2.0223,-0.7069,-10.346,-6.772,-0.63925,9.173753898566714E-4,null,2020-06-09T11:55:00.000Z,damaged
590.0,1.5136,-3.6359,0.97385,3.3287,-1.6564,13.449,2.4722,1.0123,1.587636523862691E-4,null,2020-06-09T11:54:28.000Z,damaged
167.0,0.91621,-1.6437,-1.0206,-2.1852,0.71448,-1.3079,0.98426,0.44173,6.2259E-4,null,2020-05-23T09:48:29.000Z,healthy
500.0,2.3472,-3.6576,-2.6095,3.9592,7.2926,6.4352,4.3042,2.7462,1.0724217675744641E-4,null,2020-06-09T11:52:58.000Z,healthy
513.0,-1.7245,-1.147,1.6144,-2.5325,-3.909,1.1894,3.064,1.7775,3.41216009352892E-4,null,2020-06-09T11:53:11.000Z,damaged
371.0,-1.2922,1.9383,-0.88384,-2.7154,-0.23017,4.6224,0.91268,-1.7516,4.829,null,2020-06-03T07:29:29.000Z,healthy
619.0,2.457,-0.3739,3.5998,-2.0505,0.21025,-17.53,5.4584,-1.406,6.313650496728628E-4,null,2020-06-09T11:54:57.000Z,damaged
312.0,0.72928,-2.8615,-2.0679,3.7252,-2.2965,0.021564,-1.5069,1.6126,5.9429E-4,null,2020-05-15T03:54:44.000Z,healthy
594.0,2.3502,4.9212,-3.8771,0.91056,1.2857,4.957,-3.6819,3.7357,5.969502398575413E-4,null,2020-06-09T11:54:32.000Z,damaged
730.0,4.6649,-0.37263,-8.068,-6.0404,7.7204,-6.1657,-2.3465,4.8979,7.66087823545132E-4,null,2020-06-09T11:56:48.000Z,damaged
493.0,1.2523,-3.5546,-1.1448,1.256,2.5107,-1.5248,-3.9157,1.9069,6.5345E-4,null,2020-06-06T09:38:18.000Z,healthy
175.0,1.261,-0.86662,0.83291,-4.5903,0.65008,4.8673,2.7886,2.0462,5.9557E-4,null,2020-06-06T06:36:54.000Z,healthy
618.0,-0.88495,2.27,-3.2902,1.4235,-3.4146,1.711,-14.225,6.2739,4.6816111803909833E-4,null,2020-06-09T11:54:56.000Z,damaged
489.0,0.053397,-0.95787,0.91638,-0.81116,-1.5069,0.94529,0.46208,-1.3223,5.9943E-4,null,2020-05-22T01:13:51.000Z,healthy
422.0,-1.0428,0.95962,0.62562,3.6105,-2.864,7.0493,1.7588,-2.3642,6.4059E-4,null,2020-05-16T12:14:25.000Z,healthy
390.0,-1.2509,-1.0365,1.6429,0.60278,5.4519,7.5822,2.148,-1.4566,5.7499E-4,null,2020-06-01T22:09:24.000Z,healthy
156.0,-2.0782,-2.7216,1.3743,0.29534,1.823,1.7346,0.9319,2.6991,6.1487E-4,null,2020-05-10T14:01:05.000Z,healthy
539.0,-2.0351,-0.017417,0.44072,-3.4401,-1.1235,5.9141,10.055,-3.5188,4.124602389366311E-4,null,2020-06-09T11:53:37.000Z,damaged
609.0,-0.6093,-5.9111,-1.4653,-2.3283,6.0274,6.624,-7.711,-0.012796,9.754803383125647E-4,null,2020-06-09T11:54:47.000Z,damaged
691.0,-2.7921,0.9355,0.26452,10.359,0.3779,5.0821,-7.6117,2.889,3.471998617786389E-4,null,2020-06-09T11:56:09.000Z,damaged
257.0,0.41883,-0.57368,1.3452,2.4653,-2.1862,1.5901,-1.985,-0.70106,6.1744E-4,null,2020-05-24T17:19:07.000Z,healthy
668.0,-0.4145,-4.1572,-0.65504,-1.4732,-1.2111,20.517,11.115,1.2735,1.1122223966799771E-4,null,2020-06-09T11:55:46.000Z,damaged
472.0,0.2247,1.966,3.1092,3.9038,-4.6631,-6.2239,-0.44865,-0.19998,6.123E-4,null,2020-05-09T23:50:21.000Z,healthy
516.0,-2.6867,-1.1237,-3.1879,-3.9162,7.2762,-18.665,1.0229,2.2075,2.5460222060019522E-5,null,2020-06-09T11:53:14.000Z,damaged
510.0,-3.0028,-2.0997,-0.39551,2.3265,-0.69964,1.3581,-8.2418,-3.5824,3.711343152047555E-4,null,2020-06-09T11:53:08.000Z,damaged
429.0,0.953,-0.43771,1.0921,-2.7196,4.1028,-4.7768,1.5393,3.5452,6.2773E-4,null,2020-06-01T06:49:31.000Z,healthy
211.0,0.61323,-0.49095,0.56805,2.3441,0.86934,2.0125,0.34898,0.76521,6.3545E-4,null,2020-06-06T09:28:13.000Z,healthy
500.0,-4.3664,-1.4204,-0.87419,-1.0341,4.8503,4.2201,-2.4236,0.82193,9.056958227037027E-4,null,2020-06-09T11:52:58.000Z,healthy
701.0,3.7665,-0.050929,-1.584,0.91008,-8.9876,0.49821,-11.635,-1.7962,8.037410538737765E-4,null,2020-06-09T11:56:19.000Z,damaged
500.0,0.18428,-3.4143,-0.31989,-0.25876,-0.23405,3.0474,-5.3965,2.386,3.9677947230219566E-4,null,2020-06-09T11:52:58.000Z,healthy
155.0,-0.48763,0.83062,1.3123,0.60677,-0.17068,3.7677,1.2895,-1.3439,6.2387E-4,null,2020-05-12T13:09:20.000Z,healthy
45.0,-0.69619,2.3087,0.051778,1.989,0.8696,-2.0802,-2.2799,-1.3033,6.2644E-4,null,2020-05-12T05:57:00.000Z,healthy
500.0,-0.90632,0.94054,-1.1623,-1.9207,3.292,3.3971,-0.056734,-1.8897,5.737E-4,null,2020-05-29T14:48:54.000Z,damaged
21.0,-2.9682,-2.0051,2.3852,-0.62842,0.48012,-12.725,-5.5382,1.5084,5.9557E-4,null,2020-06-04T08:20:16.000Z,healthy
519.0,-4.5523,-1.6696,1.2998,1.1546,-3.0504,-2.1902,-4.2721,-0.77558,8.11940359239738E-4,null,2020-06-09T11:53:17.000Z,damaged
495.0,-1.4358,-0.56681,-0.54934,3.4836,1.8183,5.7468,3.4142,-1.0831,6.4446E-4,null,2020-06-01T09:02:15.000Z,healthy
78.0,0.86726,3.4837,-1.7342,1.9006,2.798,-1.4246,-2.3867,-0.55379,6.2902E-4,null,2020-05-23T18:59:38.000Z,healthy
498.0,0.075961,1.9282,-0.63319,-0.86958,3.5928,-3.9584,-1.1017,-1.0148,6.1358E-4,null,2020-05-22T17:55:03.000Z,healthy
398.0,1.328,-1.2618,-1.8485,-5.9429,-3.2865,-7.2463,0.26722,0.54068,6.2129E-4,null,2020-06-01T23:25:32.000Z,healthy
740.0,5.2063,5.1492,-9.0768,-1.3587,-2.2904,-4.3017,3.1673,-1.9221,6.113137915555908E-4,null,2020-06-09T11:56:58.000Z,damaged
571.0,-4.9327,6.441,-0.06464,1.8887,-1.865,-1.2319,-3.2789,6.0022,7.752100653122538E-4,null,2020-06-09T11:54:09.000Z,damaged
268.0,1.0208,-2.2688,-0.54545,2.5878,-1.022,-1.6578,-0.96425,1.5687,6.0715E-4,null,2020-06-05T18:46:58.000Z,healthy
590.0,2.2893,3.895,0.57177,2.2025,6.4207,-15.5,-11.533,-1.6521,1.4579544240046606E-4,null,2020-06-09T11:54:28.000Z,damaged
735.0,-2.4597,5.1486,2.7871,0.42551,1.6412,-12.04,8.881,-2.2455,7.419285010892785E-4,null,2020-06-09T11:56:53.000Z,damaged
622.0,1.1262,0.074365,-2.9106,-10.482,-0.53973,-18.25,-0.68742,-1.4591,8.50606992672585E-4,null,2020-06-09T11:55:00.000Z,damaged
310.0,0.20824,-0.79149,-0.48146,-1.6327,1.4848,-4.4541,-2.9327,-0.062325,4.865,null,2020-05-25T14:28:05.000Z,healthy
500.0,-0.72625,1.8464,2.6313,-3.0016,-6.5211,-8.5627,-0.58378,2.4133,1.6618599145835133E-4,null,2020-06-09T11:52:58.000Z,healthy
339.0,-0.84653,0.45442,-0.0036578,-1.3028,-3.9316,5.8478,0.42714,1.3851,6.0201E-4,null,2020-05-18T19:35:13.000Z,healthy
711.0,0.79145,-2.212,-2.4975,-6.8016,-6.6383,-7.2875,-1.4077,4.1438,2.823756669923887E-4,null,2020-06-09T11:56:29.000Z,damaged
223.0,0.86595,-1.6916,0.89966,-2.4836,3.5553,4.639,2.9552,1.6404,6.11E-4,null,2020-05-28T18:37:59.000Z,healthy
661.0,3.7005,2.1025,6.5453,5.8079,-1.7684,-16.422,3.8445,-1.3468,7.027416950688148E-4,null,2020-06-09T11:55:39.000Z,damaged
726.0,0.24442,3.455,-3.0327,0.50709,1.7213,2.6924,8.9487,6.4789,8.068873387005721E-4,null,2020-06-09T11:56:44.000Z,damaged
5.0,-1.9825,0.55867,-1.1663,3.4765,2.3234,-2.0237,-3.2758,-4.3117,5.9814E-4,null,2020-05-12T13:46:49.000Z,healthy
311.0,1.573,0.76333,0.48483,2.5006,2.0674,2.028,2.3799,1.3627,6.1615E-4,null,2020-05-12T05:31:45.000Z,healthy
652.0,-5.2395,1.1419,1.3353,-2.767,4.0681,-2.0464,2.1601,-8.7853,7.634206027120604E-4,null,2020-06-09T11:55:30.000Z,damaged
132.0,0.45104,1.9916,-0.42653,-0.54061,-0.95608,-1.481,4.1637,0.0086067,7.3707E-4,null,2020-05-30T23:33:30.000Z,healthy
15.0,0.99457,-4.5092,-4.6571,-4.3302,2.9379,-8.929,-1.7138,0.15497,6.0201E-4,null,2020-05-31T17:11:22.000Z,healthy
31.0,0.99891,0.33126,1.8858,1.063,-0.9215,-3.1168,-0.7049,-0.9397,6.0715E-4,null,2020-05-18T01:44:48.000Z,healthy
590.0,-2.6268,3.3157,-3.2997,1.2641,-0.67406,-4.9278,-8.9805,6.4808,4.052862548453884E-5,null,2020-06-09T11:54:28.000Z,damaged
557.0,-4.7099,1.4779,-1.5529,5.0588,1.9378,4.0249,4.0928,-0.78997,5.166096997732593E-4,null,2020-06-09T11:53:55.000Z,damaged
17.0,0.95877,-1.1345,0.8011,-1.6551,1.4817,-1.9926,-0.98372,0.21159,5.8914E-4,null,2020-05-10T17:11:42.000Z,healthy
51.0,0.17213,0.6482,-3.2631,-0.87297,2.0505,2.891,0.58963,-0.93057,6.1487E-4,null,2020-06-06T00:18:58.000Z,healthy
594.0,2.439,0.97652,3.8927,-0.38634,-1.3751,-2.6109,6.6984,2.9976,4.6764728361386223E-4,null,2020-06-09T11:54:32.000Z,damaged
634.0,-3.2858,0.34872,-6.2952,-0.88959,3.7412,9.5688,9.1785,-2.6213,1.713989706574982E-4,null,2020-06-09T11:55:12.000Z,damaged
536.0,-5.257,2.0855,-1.2669,0.60772,8.7696,3.707,0.30663,-2.9923,6.625047186270617E-4,null,2020-06-09T11:53:34.000Z,damaged
708.0,-1.0477,-0.5434,0.66268,3.177,5.3994,10.752,-5.0806,-8.0444,5.358916070226448E-4,null,2020-06-09T11:56:26.000Z,damaged
81.0,-0.45162,1.8187,3.1087,2.4669,2.3431,-5.5223,-0.62985,-0.095376,6.1615E-4,null,2020-05-11T13:19:33.000Z,healthy
559.0,3.3867,-2.3492,0.84684,1.5461,2.2721,-5.6191,4.3808,3.8257,2.324272734344388E-4,null,2020-06-09T11:53:57.000Z,damaged
689.0,1.4098,-1.3173,-6.6458,5.2827,-3.5209,-5.7999,3.6263,0.56151,9.559925874496074E-4,null,2020-06-09T11:56:07.000Z,damaged
461.0,0.078699,-3.7547,-0.34231,-1.1227,1.5807,-4.5785,-2.8901,1.5704,6.2644E-4,null,2020-05-17T04:15:33.000Z,healthy
529.0,0.67764,-1.0454,0.53004,5.2998,3.8806,4.4199,1.8515,2.4365,1.128371376987356E-4,null,2020-06-09T11:53:27.000Z,damaged
745.0,-0.13435,0.61756,0.45528,1.9123,4.0619,11.348,6.7574,-0.72405,7.017609258290391E-4,null,2020-06-09T11:57:03.000Z,damaged
528.0,0.38901,-4.1461,-0.65394,4.2973,0.43633,-1.3148,-3.1637,-3.2679,5.631935885583331E-4,null,2020-06-09T11:53:26.000Z,damaged
672.0,7.1962,-4.0344,-1.2737,3.8399,-2.0707,0.9502,-1.2961,-0.82893,4.2587354309040783E-4,null,2020-06-09T11:55:50.000Z,damaged
512.0,0.43453,0.075386,-2.7637,-5.2147,1.4233,5.3248,3.6953,8.2517,1.3415585654100648E-4,null,2020-06-09T11:53:10.000Z,damaged
730.0,0.41394,0.094733,-0.20499,-4.1613,-1.1501,-7.6209,-3.0767,1.1711,3.0931259617560715E-4,null,2020-06-09T11:56:48.000Z,damaged
733.0,-6.4853,1.1554,5.1098,0.73925,1.8331,10.579,-8.8409,-2.7066,1.5604504332211643E-4,null,2020-06-09T11:56:51.000Z,damaged
588.0,0.71923,-3.8066,7.4253,4.525,5.4971,20.086,8.9093,4.1898,8.116176912818142E-4,null,2020-06-09T11:54:26.000Z,damaged
617.0,-4.2653,4.0917,0.079381,-4.7986,4.9606,-0.95907,-4.3126,-0.88083,5.413193758842766E-4,null,2020-06-09T11:54:55.000Z,damaged
628.0,-2.9678,1.0692,3.4693,-2.7283,-0.61683,-13.662,6.822,-3.8484,4.253444922274061E-4,null,2020-06-09T11:55:06.000Z,damaged
236.0,-0.9021,1.0639,3.1999,4.3324,2.2844,2.5385,-0.81014,-0.11016,6.0201E-4,null,2020-05-24T14:27:50.000Z,healthy
305.0,-0.56996,2.3542,-2.0437,-2.4388,1.5582,-1.3323,0.8963,-2.1899,6.11E-4,null,2020-05-23T10:41:38.000Z,healthy
365.0,0.14222,-1.8215,1.4813,-4.7947,1.6924,2.5923,2.2291,2.6583,6.4446E-4,null,2020-05-11T12:15:52.000Z,healthy
697.0,3.6348,-3.2286,-0.87566,-1.7219,-1.9471,-0.19287,2.8482,-2.4675,3.2064790415677904E-4,null,2020-06-09T11:56:15.000Z,damaged
536.0,4.5031,-3.9902,0.89224,0.93775,2.2859,-9.0916,4.6043,-2.0903,1.13217364769859E-4,null,2020-06-09T11:53:34.000Z,damaged
149.0,-2.4259,-4.0587,1.8955,-2.786,3.6363,3.1739,-0.97237,2.3176,6.2387E-4,null,2020-06-07T22:18:50.000Z,healthy
72.0,0.0035664,2.3104,-0.15111,-1.5106,-1.958,-0.72213,-1.7737,-0.79451,6.5217E-4,null,2020-05-17T06:24:09.000Z,healthy
624.0,-4.7172,1.1247,-0.20964,1.6299,1.7541,7.841,-1.7439,-0.93602,5.00998089805174E-4,null,2020-06-09T11:55:02.000Z,damaged
186.0,0.72063,-0.29333,-0.6259,-1.1423,2.944,-3.673,0.85104,0.81257,5.8014E-4,null,2020-05-25T08:38:35.000Z,healthy
740.0,1.3205,-2.0571,-2.1637,2.8016,-1.4594,8.2593,11.759,-4.3599,5.525719729245195E-4,null,2020-06-09T11:56:58.000Z,damaged
577.0,2.5062,-4.6789,-4.2546,-7.622,-2.1419,-22.425,-14.553,-0.47146,6.426058592640791E-4,null,2020-06-09T11:54:15.000Z,damaged
100.0,-1.9669,-2.7575,-1.243,1.4397,-0.23804,-0.97461,2.5512,1.7458,6.3417E-4,null,2020-05-21T11:33:10.000Z,healthy
676.0,-2.9201,0.54665,-4.9593,-1.3303,-3.0896,8.2387,10.22,1.3366,8.336399643850442E-4,null,2020-06-09T11:55:54.000Z,damaged
500.0,-1.0108,-1.7046,0.95746,-6.7939,5.6937,7.2076,16.354,-0.7215,9.160914441237215E-4,null,2020-06-09T11:52:58.000Z,healthy
465.0,-1.8628,-2.3482,-2.3394,-4.2239,3.5715,1.6042,-2.1287,0.17124,6.1487E-4,null,2020-05-31T02:44:33.000Z,healthy
706.0,-2.379,0.3589,2.132,0.29038,-0.30318,8.3834,-1.2838,-2.4444,6.874429789384493E-4,null,2020-06-09T11:56:24.000Z,damaged
500.0,1.5026,-1.6629,-3.5433,-0.64905,7.1084,-1.7507,2.2407,0.80796,7.873147067755558E-4,null,2020-06-09T11:52:58.000Z,healthy
623.0,-5.8659,4.038,5.1774,3.0413,-0.91001,9.8774,8.7462,1.3474,5.019251510486095E-4,null,2020-06-09T11:55:01.000Z,damaged
199.0,0.38253,2.613,1.2798,2.1152,-4.5917,2.8288,0.91977,-0.99364,6.0715E-4,null,2020-05-13T15:48:29.000Z,healthy
748.0,-5.0582,-2.3301,-0.44127,3.0533,-4.3077,7.4037,-4.9148,4.1686,3.596611115966899E-4,null,2020-06-09T11:57:06.000Z,damaged
724.0,-1.6718,-4.133,-0.023404,-7.8243,7.9743,5.8606,-0.79746,1.1139,7.528511552631736E-4,null,2020-06-09T11:56:42.000Z,damaged
172.0,2.6395,-1.0282,-0.094417,4.3662,-1.312,7.983,2.1813,2.376,5.9814E-4,null,2020-05-21T18:15:01.000Z,healthy
92.0,0.94452,2.0687,1.312,-1.5469,-1.2982,-0.68202,1.0258,-0.24174,5.9429E-4,null,2020-05-20T03:59:44.000Z,healthy
18.0,0.016073,2.3479,-2.7947,-1.7983,-3.2867,4.4055,0.28811,-1.9751,6.2773E-4,null,2020-05-27T21:58:39.000Z,healthy
714.0,-0.79409,-0.12638,1.4221,-4.1074,-1.0812,4.5848,-2.5267,-3.4017,4.568650296281372E-4,null,2020-06-09T11:56:32.000Z,damaged
735.0,-2.8251,-0.33837,1.3222,6.6349,-3.1004,6.1283,-6.7587,1.5274,1.5692116759074304E-4,null,2020-06-09T11:56:53.000Z,damaged
313.0,0.66566,3.1545,-0.43294,5.2528,2.2853,-2.0413,-1.4669,2.0726,6.1615E-4,null,2020-06-07T10:04:15.000Z,healthy
12.0,0.21726,1.9983,-2.046,-2.8189,-2.9698,5.5444,-1.0721,-2.6073,6.586E-4,null,2020-05-29T19:37:54.000Z,healthy
676.0,0.15274,1.5777,-0.68514,-10.068,7.3619,-18.595,0.25838,4.8462,5.688470495224323E-4,null,2020-06-09T11:55:54.000Z,damaged
177.0,2.0423,5.17,2.2664,2.7055,-1.1356,2.2585,2.8351,-2.5715,6.0586E-4,null,2020-05-20T01:57:02.000Z,healthy
740.0,-1.2579,1.7078,0.72068,-2.2905,1.6766,11.935,4.206,3.0051,2.688127504604588E-4,null,2020-06-09T11:56:58.000Z,damaged
408.0,0.62133,1.0887,0.12393,3.4402,-0.3267,-1.2882,0.35672,1.5338,6.3545E-4,null,2020-05-18T19:13:00.000Z,healthy
662.0,0.68569,1.7157,-0.44568,0.87749,-4.9593,1.3435,-7.6977,0.90239,4.453461067558178E-4,null,2020-06-09T11:55:40.000Z,damaged
179.0,-0.42678,-0.52112,0.37848,1.2623,1.9704,0.72451,0.46931,-0.18342,6.2129E-4,null,2020-05-18T11:01:38.000Z,healthy
500.0,-1.0592,-0.46651,-0.26688,-0.24793,-2.0898,0.16047,-0.19834,-2.8391,6.5474E-4,null,2020-05-19T06:38:16.000Z,damaged
577.0,0.24634,0.39535,-0.003214,6.0335,-0.55781,-1.3691,-12.446,2.8958,4.3594159959231635E-4,null,2020-06-09T11:54:15.000Z,damaged
732.0,0.86101,1.1591,-12.085,-5.8485,6.4211,1.3353,14.126,1.9077,7.319850351379047E-4,null,2020-06-09T11:56:50.000Z,damaged
75.0,-0.90186,1.2219,-2.3728,-2.8885,-3.4795,-1.9186,2.5766,-2.9255,6.3287E-4,null,2020-05-14T09:16:07.000Z,healthy
217.0,0.392,0.61055,-1.9468,-1.4444,-0.99648,2.7073,-0.48502,-0.92376,6.4316E-4,null,2020-05-30T16:35:24.000Z,healthy
115.0,0.089097,-0.34968,-0.40629,-2.5364,-0.36735,-3.4624,-2.0528,-1.9581,5.7242E-4,null,2020-05-14T16:18:53.000Z,healthy
263.0,0.17611,-0.38397,-1.2589,0.15263,-2.7863,6.5306,-1.7175,-3.3057,5.9043E-4,null,2020-05-22T11:56:40.000Z,healthy
689.0,1.4909,-0.041843,-0.73311,0.39257,6.7154,3.3329,5.3479,-1.334,1.2099694372553881E-4,null,2020-06-09T11:56:07.000Z,damaged
543.0,4.5078,-1.9627,2.4608,-2.3612,1.6101,-4.0511,6.8919,-1.7183,1.6436808029333472E-4,null,2020-06-09T11:53:41.000Z,damaged
